file_name,reciter,augmented,duration,sample_rate,run_id,feature_index,augmentation_type,original_file
078001A.mp3,Abdulbasit Abdulsamad,False,4.760090702947846,22050,20250509_221619_preprocess,0,,
078001A_aug1.mp3,Abdulbasit Abdulsamad,True,4.760090702947846,22050,20250509_221619_preprocess,1,1.0,078001A.mp3
078001A_aug2.mp3,Abdulbasit Abdulsamad,True,4.760090702947846,22050,20250509_221619_preprocess,2,2.0,078001A.mp3
078001A_aug3.mp3,Abdulbasit Abdulsamad,True,5.010612244897959,22050,20250509_221619_preprocess,3,3.0,078001A.mp3
078001A_aug4.mp3,Abdulbasit Abdulsamad,True,4.533424036281179,22050,20250509_221619_preprocess,4,4.0,078001A.mp3
078001A_aug5.mp3,Abdulbasit Abdulsamad,True,4.760090702947846,22050,20250509_221619_preprocess,5,5.0,078001A.mp3
078001A_aug6.mp3,Abdulbasit Abdulsamad,True,4.760090702947846,22050,20250509_221619_preprocess,6,6.0,078001A.mp3
078002B.mp3,Abdulbasit Abdulsamad,False,6.989206349206349,22050,20250509_221619_preprocess,7,,
078002B_aug1.mp3,Abdulbasit Abdulsamad,True,6.989206349206349,22050,20250509_221619_preprocess,8,1.0,078002B.mp3
078002B_aug2.mp3,Abdulbasit Abdulsamad,True,6.989206349206349,22050,20250509_221619_preprocess,9,2.0,078002B.mp3
078002B_aug3.mp3,Abdulbasit Abdulsamad,True,7.357052154195011,22050,20250509_221619_preprocess,10,3.0,078002B.mp3
078002B_aug4.mp3,Abdulbasit Abdulsamad,True,6.656371882086168,22050,20250509_221619_preprocess,11,4.0,078002B.mp3
078002B_aug5.mp3,Abdulbasit Abdulsamad,True,6.989206349206349,22050,20250509_221619_preprocess,12,5.0,078002B.mp3
078002B_aug6.mp3,Abdulbasit Abdulsamad,True,6.989206349206349,22050,20250509_221619_preprocess,13,6.0,078002B.mp3
078003A.mp3,Abdulbasit Abdulsamad,False,3.947392290249433,22050,20250509_221619_preprocess,14,,
078003A_aug1.mp3,Abdulbasit Abdulsamad,True,3.947392290249433,22050,20250509_221619_preprocess,15,1.0,078003A.mp3
078003A_aug2.mp3,Abdulbasit Abdulsamad,True,3.947392290249433,22050,20250509_221619_preprocess,16,2.0,078003A.mp3
078003A_aug3.mp3,Abdulbasit Abdulsamad,True,4.1551473922902495,22050,20250509_221619_preprocess,17,3.0,078003A.mp3
078003A_aug4.mp3,Abdulbasit Abdulsamad,True,3.759410430839002,22050,20250509_221619_preprocess,18,4.0,078003A.mp3
078003A_aug5.mp3,Abdulbasit Abdulsamad,True,3.947392290249433,22050,20250509_221619_preprocess,19,5.0,078003A.mp3
078003A_aug6.mp3,Abdulbasit Abdulsamad,True,3.947392290249433,22050,20250509_221619_preprocess,20,6.0,078003A.mp3
078004B.mp3,Abdulbasit Abdulsamad,False,6.617687074829932,22050,20250509_221619_preprocess,21,,
078004B_aug1.mp3,Abdulbasit Abdulsamad,True,6.617687074829932,22050,20250509_221619_preprocess,22,1.0,078004B.mp3
078004B_aug2.mp3,Abdulbasit Abdulsamad,True,6.617687074829932,22050,20250509_221619_preprocess,23,2.0,078004B.mp3
078004B_aug3.mp3,Abdulbasit Abdulsamad,True,6.965986394557823,22050,20250509_221619_preprocess,24,3.0,078004B.mp3
078004B_aug4.mp3,Abdulbasit Abdulsamad,True,6.302539682539683,22050,20250509_221619_preprocess,25,4.0,078004B.mp3
078004B_aug5.mp3,Abdulbasit Abdulsamad,True,6.617687074829932,22050,20250509_221619_preprocess,26,5.0,078004B.mp3
078004B_aug6.mp3,Abdulbasit Abdulsamad,True,6.617687074829932,22050,20250509_221619_preprocess,27,6.0,078004B.mp3
078005A.mp3,Abdulbasit Abdulsamad,False,3.7616326530612243,22050,20250509_221619_preprocess,28,,
078005A_aug1.mp3,Abdulbasit Abdulsamad,True,3.7616326530612243,22050,20250509_221619_preprocess,29,1.0,078005A.mp3
078005A_aug2.mp3,Abdulbasit Abdulsamad,True,3.7616326530612243,22050,20250509_221619_preprocess,30,2.0,078005A.mp3
078005A_aug3.mp3,Abdulbasit Abdulsamad,True,3.959591836734694,22050,20250509_221619_preprocess,31,3.0,078005A.mp3
078005A_aug4.mp3,Abdulbasit Abdulsamad,True,3.5824943310657598,22050,20250509_221619_preprocess,32,4.0,078005A.mp3
078005A_aug5.mp3,Abdulbasit Abdulsamad,True,3.7616326530612243,22050,20250509_221619_preprocess,33,5.0,078005A.mp3
078005A_aug6.mp3,Abdulbasit Abdulsamad,True,3.7616326530612243,22050,20250509_221619_preprocess,34,6.0,078005A.mp3
078006B.mp3,Abdulbasit Abdulsamad,False,6.222947845804988,22050,20250509_221619_preprocess,35,,
078006B_aug1.mp3,Abdulbasit Abdulsamad,True,6.222947845804988,22050,20250509_221619_preprocess,36,1.0,078006B.mp3
078006B_aug2.mp3,Abdulbasit Abdulsamad,True,6.222947845804988,22050,20250509_221619_preprocess,37,2.0,078006B.mp3
078006B_aug3.mp3,Abdulbasit Abdulsamad,True,6.55047619047619,22050,20250509_221619_preprocess,38,3.0,078006B.mp3
078006B_aug4.mp3,Abdulbasit Abdulsamad,True,5.926621315192744,22050,20250509_221619_preprocess,39,4.0,078006B.mp3
078006B_aug5.mp3,Abdulbasit Abdulsamad,True,6.222947845804988,22050,20250509_221619_preprocess,40,5.0,078006B.mp3
078006B_aug6.mp3,Abdulbasit Abdulsamad,True,6.222947845804988,22050,20250509_221619_preprocess,41,6.0,078006B.mp3
078007A.mp3,Abdulbasit Abdulsamad,False,2.8560544217687074,22050,20250509_221619_preprocess,42,,
078007A_aug1.mp3,Abdulbasit Abdulsamad,True,2.8560544217687074,22050,20250509_221619_preprocess,43,1.0,078007A.mp3
078007A_aug2.mp3,Abdulbasit Abdulsamad,True,2.8560544217687074,22050,20250509_221619_preprocess,44,2.0,078007A.mp3
078007A_aug3.mp3,Abdulbasit Abdulsamad,True,3.0063945578231293,22050,20250509_221619_preprocess,45,3.0,078007A.mp3
078007A_aug4.mp3,Abdulbasit Abdulsamad,True,2.720045351473923,22050,20250509_221619_preprocess,46,4.0,078007A.mp3
078007A_aug5.mp3,Abdulbasit Abdulsamad,True,2.8560544217687074,22050,20250509_221619_preprocess,47,5.0,078007A.mp3
078007A_aug6.mp3,Abdulbasit Abdulsamad,True,2.8560544217687074,22050,20250509_221619_preprocess,48,6.0,078007A.mp3
078008B.mp3,Abdulbasit Abdulsamad,False,5.7004988662131515,22050,20250509_221619_preprocess,49,,
078008B_aug1.mp3,Abdulbasit Abdulsamad,True,5.7004988662131515,22050,20250509_221619_preprocess,50,1.0,078008B.mp3
078008B_aug2.mp3,Abdulbasit Abdulsamad,True,5.7004988662131515,22050,20250509_221619_preprocess,51,2.0,078008B.mp3
078008B_aug3.mp3,Abdulbasit Abdulsamad,True,6.000544217687075,22050,20250509_221619_preprocess,52,3.0,078008B.mp3
078008B_aug4.mp3,Abdulbasit Abdulsamad,True,5.429024943310657,22050,20250509_221619_preprocess,53,4.0,078008B.mp3
078008B_aug5.mp3,Abdulbasit Abdulsamad,True,5.7004988662131515,22050,20250509_221619_preprocess,54,5.0,078008B.mp3
078008B_aug6.mp3,Abdulbasit Abdulsamad,True,5.7004988662131515,22050,20250509_221619_preprocess,55,6.0,078008B.mp3
078009A.mp3,Abdulbasit Abdulsamad,False,3.8080725623582765,22050,20250509_221619_preprocess,56,,
078009A_aug1.mp3,Abdulbasit Abdulsamad,True,3.8080725623582765,22050,20250509_221619_preprocess,57,1.0,078009A.mp3
078009A_aug2.mp3,Abdulbasit Abdulsamad,True,3.8080725623582765,22050,20250509_221619_preprocess,58,2.0,078009A.mp3
078009A_aug3.mp3,Abdulbasit Abdulsamad,True,4.008480725623583,22050,20250509_221619_preprocess,59,3.0,078009A.mp3
078009A_aug4.mp3,Abdulbasit Abdulsamad,True,3.6267573696145123,22050,20250509_221619_preprocess,60,4.0,078009A.mp3
078009A_aug5.mp3,Abdulbasit Abdulsamad,True,3.8080725623582765,22050,20250509_221619_preprocess,61,5.0,078009A.mp3
078009A_aug6.mp3,Abdulbasit Abdulsamad,True,3.8080725623582765,22050,20250509_221619_preprocess,62,6.0,078009A.mp3
078010B.mp3,Abdulbasit Abdulsamad,False,5.178049886621316,22050,20250509_221619_preprocess,63,,
078010B_aug1.mp3,Abdulbasit Abdulsamad,True,5.178049886621316,22050,20250509_221619_preprocess,64,1.0,078010B.mp3
078010B_aug2.mp3,Abdulbasit Abdulsamad,True,5.178049886621316,22050,20250509_221619_preprocess,65,2.0,078010B.mp3
078010B_aug3.mp3,Abdulbasit Abdulsamad,True,5.450566893424036,22050,20250509_221619_preprocess,66,3.0,078010B.mp3
078010B_aug4.mp3,Abdulbasit Abdulsamad,True,4.931473922902494,22050,20250509_221619_preprocess,67,4.0,078010B.mp3
078010B_aug5.mp3,Abdulbasit Abdulsamad,True,5.178049886621316,22050,20250509_221619_preprocess,68,5.0,078010B.mp3
