file_name,reciter,augmented,duration,sample_rate,run_id,feature_index
088004B.mp3,Abdulbasit Abdulsamad,False,5.61922902494331,22050,20250513_135350_preprocess,0
089002B.mp3,Abdulbasit Abdulsamad,False,3.1230839002267574,22050,20250513_135350_preprocess,1
079041A.mp3,Abdulbasit Abdulsamad,False,4.783310657596372,22050,20250513_135350_preprocess,2
079002B.mp3,Abdulbasit Abdulsamad,False,5.2128798185941045,22050,20250513_135350_preprocess,3
078032B.mp3,Abdulbasit Abdulsamad,False,6.339047619047619,22050,20250513_135350_preprocess,4
083002B.mp3,Abdulbasit Abdulsamad,False,13.038004535147392,22050,20250513_135350_preprocess,5
089025A.mp3,Abdulbasit Abdulsamad,False,6.013968253968254,22050,20250513_135350_preprocess,6
091010B.mp3,Abdulbasit Abdulsamad,False,6.489977324263038,22050,20250513_135350_preprocess,7
089021A.mp3,Abdulbasit Abdulsamad,False,6.849886621315193,22050,20250513_135350_preprocess,8
078016B.mp3,Abdulbasit Abdulsamad,False,5.8165986394557825,22050,20250513_135350_preprocess,9
096015A.mp3,Abdulbasit Abdulsamad,False,8.893242630385487,22050,20250513_135350_preprocess,10
080034B.mp3,Abdulbasit Abdulsamad,False,7.209795918367347,22050,20250513_135350_preprocess,11
089005A.mp3,Abdulbasit Abdulsamad,False,4.1099319727891155,22050,20250513_135350_preprocess,12
089018B.mp3,Abdulbasit Abdulsamad,False,13.966802721088435,22050,20250513_135350_preprocess,13
084020B.mp3,Abdulbasit Abdulsamad,False,7.4071655328798185,22050,20250513_135350_preprocess,14
103002B.mp3,Abdulbasit Abdulsamad,False,6.664126984126984,22050,20250513_135350_preprocess,15
093004B.mp3,Abdulbasit Abdulsamad,False,8.672653061224489,22050,20250513_135350_preprocess,16
078004B.mp3,Abdulbasit Abdulsamad,False,6.617687074829932,22050,20250513_135350_preprocess,17
102002B.mp3,Abdulbasit Abdulsamad,False,5.050340136054421,22050,20250513_135350_preprocess,18
088012B.mp3,Abdulbasit Abdulsamad,False,6.745396825396825,22050,20250513_135350_preprocess,19
083034B.mp3,Abdulbasit Abdulsamad,False,13.664943310657597,22050,20250513_135350_preprocess,20
082019A.mp3,Abdulbasit Abdulsamad,False,10.031020408163265,22050,20250513_135350_preprocess,21
090009A.mp3,Abdulbasit Abdulsamad,False,3.5062131519274375,22050,20250513_135350_preprocess,22
084021A.mp3,Abdulbasit Abdulsamad,False,5.712108843537415,22050,20250513_135350_preprocess,23
081001A.mp3,Abdulbasit Abdulsamad,False,2.391655328798186,22050,20250513_135350_preprocess,24
078002B.mp3,Abdulbasit Abdulsamad,False,6.989206349206349,22050,20250513_135350_preprocess,25
081029A.mp3,Abdulbasit Abdulsamad,False,11.563537414965987,22050,20250513_135350_preprocess,26
080017A.mp3,Abdulbasit Abdulsamad,False,4.992290249433107,22050,20250513_135350_preprocess,27
089024B.mp3,Abdulbasit Abdulsamad,False,9.682721088435374,22050,20250513_135350_preprocess,28
079020B.mp3,Abdulbasit Abdulsamad,False,5.259319727891157,22050,20250513_135350_preprocess,29
091015A.mp3,Abdulbasit Abdulsamad,False,3.0882539682539685,22050,20250513_135350_preprocess,30
101007A.mp3,Abdulbasit Abdulsamad,False,3.3901133786848074,22050,20250513_135350_preprocess,31
085022B.mp3,Abdulbasit Abdulsamad,False,4.458231292517007,22050,20250513_135350_preprocess,32
100008B.mp3,Abdulbasit Abdulsamad,False,9.404081632653062,22050,20250513_135350_preprocess,33
088025A.mp3,Abdulbasit Abdulsamad,False,4.690430839002268,22050,20250513_135350_preprocess,34
092001A.mp3,Abdulbasit Abdulsamad,False,2.809614512471655,22050,20250513_135350_preprocess,35
094008B.mp3,Abdulbasit Abdulsamad,False,4.6439909297052155,22050,20250513_135350_preprocess,36
085012B.mp3,Abdulbasit Abdulsamad,False,7.233015873015873,22050,20250513_135350_preprocess,37
099005A.mp3,Abdulbasit Abdulsamad,False,3.947392290249433,22050,20250513_135350_preprocess,38
078022B.mp3,Abdulbasit Abdulsamad,False,4.620770975056689,22050,20250513_135350_preprocess,39
087004B.mp3,Abdulbasit Abdulsamad,False,6.884716553287982,22050,20250513_135350_preprocess,40
102007A.mp3,Abdulbasit Abdulsamad,False,5.294149659863946,22050,20250513_135350_preprocess,41
101001A.mp3,Abdulbasit Abdulsamad,False,1.555736961451247,22050,20250513_135350_preprocess,42
088005A.mp3,Abdulbasit Abdulsamad,False,3.297233560090703,22050,20250513_135350_preprocess,43
083010B.mp3,Abdulbasit Abdulsamad,False,8.753922902494331,22050,20250513_135350_preprocess,44
089030B.mp3,Abdulbasit Abdulsamad,False,4.934240362811791,22050,20250513_135350_preprocess,45
087007A.mp3,Abdulbasit Abdulsamad,False,10.147120181405896,22050,20250513_135350_preprocess,46
096013A.mp3,Abdulbasit Abdulsamad,False,4.574331065759637,22050,20250513_135350_preprocess,47
096004B.mp3,Abdulbasit Abdulsamad,False,5.584399092970521,22050,20250513_135350_preprocess,48
088009A.mp3,Abdulbasit Abdulsamad,False,2.5309750566893423,22050,20250513_135350_preprocess,49
080032B.mp3,Abdulbasit Abdulsamad,False,6.408707482993197,22050,20250513_135350_preprocess,50
083015A.mp3,Abdulbasit Abdulsamad,False,8.568163265306122,22050,20250513_135350_preprocess,51
093011A.mp3,Abdulbasit Abdulsamad,False,4.597551020408163,22050,20250513_135350_preprocess,52
089009A.mp3,Abdulbasit Abdulsamad,False,5.061950113378685,22050,20250513_135350_preprocess,53
086015A.mp3,Abdulbasit Abdulsamad,False,4.063492063492063,22050,20250513_135350_preprocess,54
078028B.mp3,Abdulbasit Abdulsamad,False,8.103764172335602,22050,20250513_135350_preprocess,55
081010B.mp3,Abdulbasit Abdulsamad,False,3.889342403628118,22050,20250513_135350_preprocess,56
085019A.mp3,Abdulbasit Abdulsamad,False,4.179591836734694,22050,20250513_135350_preprocess,57
